㑳,zhòu
口乾舌燥,kǒugānshézào
口兒,kǒur
口勁,kǒujìn
口北,kǒuběi
口占,kǒuzhàn
口吃,kǒují
口子,kǒuzi
口尚乳臭,kǒushàngrǔxiù
口沒遮攔,kǒuméizhēlán
口燥脣乾,kǒuzàochúngān
口白,kǒubái
口能舌便,kǒunéngshépián
口腔癌,kǒuqiāngyán　（又音）kǒuqiāngái
口腳類,kǒujiǎolèi
口號,kǒuháo
口血未乾,kǒuxuèwèigān
口齒便給,kǒuchǐpiánjǐ
古,gǔ
古井重波,gǔjǐngchóngbō
古人影子,gǔrényǐngzi
古今兒,gǔ　jīnr　(變)gǔ　jiēr
古公亶父,gǔgōngdǎnfǔ
古裡古怪,gǔligǔguài
古記兒,gǔ　jìr　(變)gǔ　jièr
古調獨彈,gǔdiàodútán
句,jù
句卒,gōuzú
句吳,gōuwú
句子,jùzi
句子成分,jùzichéngfèn
句廉,gōulián
句戟,gōujǐ
句無,gōuwú
句芒,gōumáng
句讀,jùdòu
句踐,gōujiàn
句踐復國,gōujiànfùguó
句驪,gōulí
另,lìng
另娶,lìngqǔ
另搭架子,lìngdājiàzi
叨,tāo
叨叨,dāodao
叨叨絮絮,dāodaoxùxù
叨咕,dāogu
叨嘮,dāolao
叨念,dāoniàn
叨登,dāodeng
叨蹬,dāodeng
叩,kòu
叩應,kòuyìng
只,zhǐ
只甚,zhǐshén
叫,jiào
叫化,jiàohuā
叫化子,jiàohuāzi
叫化子雞,jiàohuāzijī
叫哥哥,jiàogēge
叫子,jiàozi
叫字號,jiàozìhao
叫條子,jiàotiáozi
叫花子,jiàohuāzi
叫花子上墳,jiàohuāzishàngfén
叫花子沒有猢猻,jiàohuāziméiyǒuhúsūn
叫花子看戲,jiàohuāzikànxì
叫號,jiàoháo
叫車,jiàochē
叫頭,jiàotou
召,zhào
召南,shàonán
召棠,shàotáng
召父杜母,shàofùdùmǔ
叭,bā
叮,dīng
叮叮噹噹,dīngdingdāngdāng
叮叮噹噹的婆娘,dīngdingdāngdāngdepóniang
可,kě
可不好,kěbuhǎo
可不是,kěbushì
可不道,kěbudào
可了不得,kěliǎobude
可什麼,kěshénme
可兀的,kěwùde
可共患難不可共安樂,kěgònghuànnànbùkěgòngānlè
可厭相,kěyànxiàng
可可的,kěkěde
可惡,kěwù
可敦,kèdūn
可樂,kělè
可汗,kèhán
可甚麼,kěshénme
可耕地,kěgēngdì
可著,kězhe
可著頭做帽子,kězhetóuzuòmàozi
可逆反應,kěnìfǎnyìng
台,tāi
叱,chì
叱喝,chìhè
史,shǐ
史乘,shǐshèng
右,yòu
右相,yòuxiàng
右翼分子,yòuyìfènzǐ
右行,yòuháng
叵,pǒ
司,sī
司長,sīzhǎng
叼,diāo
吁,xū
吃,chī
吃不上,chībushàng
吃不下,chībuxià
吃不了,chībuliǎo
吃不住,chībuzhù
吃不來,chībulái
吃不完兜著走,chībuwándōuzhezǒu
吃不得,chībude
吃不得慢酒,chībudemànjiǔ
吃不得緊酒,chībudejǐnjiǔ
吃不服,chībufú
吃不消,chībuxiāo
吃不開,chībukāi
吃乾醋,chīgāncù
吃了秤砣,chīlechèngtuó
吃了蜜蜂兒屎似的,chīlemìfēngrshǐsìde
吃人不吐骨頭,chīrénbùtǔgútou
吃人兒的,chī　rénr　de　(變)chī　rér　de
吃傷了,chīshāngle
吃兒,chīr(變)chēr
吃勁,chījìn
吃口令,jíkǒulìng
吃味兒,chī　wèir　(變)chī　wèr
吃啞吧虧,chīyǎbakuī
吃喝兒,chīher
吃喝玩樂,chīhēwánlè
吃墨船兒,chīmòchuánr
吃奶的力氣,chīnǎidelìqì
吃子,jízi
吃官司,chīguānsi
吃幾碗乾飯,chījǐwǎngānfàn
吃得,chīde
吃得住,chīdezhù
吃得來,chīdelái
吃得光,chīdeguāng
吃得消,chīdexiāo
吃得開,chīdekāi
吃排頭,chīpáitou
吃掛絡兒,chīguàlàor
吃犒勞,chīkàolao
吃瓦片兒,chī　wǎ　piànr　(變)chī　wǎ　piàr
吃生米兒的,chī　shēng　mǐr　de　(變)chī　shēng　miěr　de
吃白食,chībáishí
吃白飯,chībáifàn
吃盡當光,chījìndàngguāng
吃瞪眼兒食,chīdèngyǎnrshí(變)chīdèngyǎrshí
吃紅白口兒,chīhóngbáikǒur
吃舊鍋粥,chījiùguōzhōu
吃苦頭,chīkǔtou
吃虧就是占便宜,chīkuījiùshìzhànpiányi
吃裡扒外,chīlǐpáwài
吃角子老虎,chījiǎozilǎohǔ
吃豆腐,chīdòufu
吃釘子,chīdīngzi
吃食,chīshi
吃飯別忘了種穀人,chīfànbiéwànglezhònggǔrén
吃飽了飯撐的,chībǎolefànchēngde
吃飽飯沒事做,chībǎofànméishìzuò
吃館子,chīguǎnzi
吃黑棗兒,chīhēizǎor
各,gè
各人兒洗面兒各人兒光,gè　rénr　xǐ　miànr　gè　rénr　guāng　(變)gè　rér　xǐ　miàr　gè　rér　guāng
各個,gège
各個擊破,gègejípò
各有各的,gèyǒugède
各為其主,gèwèiqízhǔ
各白世人,gèbáishìrén
各肉兒各疼,gèròurgèténg
各行各業,gèhánggèyè
各走各的路,gèzǒugèdelù
吆,yāo
吆三喝四,yāosānhèsì
吆五喝六,yāowǔhèliù
吆喝,yāohe
合,hé
合不來,hébulái
合不著,hébuzháo
合作無間,hézuòwújiàn
合傳,hézhuàn
合兒,hér
合刻,hékē
合同,hétong
合同文字,hétongwénzì
合子錢,héziqián
合子餅,hézibǐng
合宅,hézhái
合家子,héjiāzi
合得來,hédelái
合得著,hédezháo
合從,hézōng
合意兒,hé　yìr　(變)hé　yèr
合拍,hépāi
合溜,héliū
合縱,hézōng
合著,hézhe
合轍,hézhé
合轍押韻,hézhéyāyùn
吉,jí
吉丁疙疸,jídīnggēda
吉人天相,jíréntiānxiàng
吉人自有天相,jírénzìyǒutiānxiàng
吉娃娃,jíwáwa
吉帖,jítiě
吉普車,jípǔchē
吉羊,jíxiáng
吉藏,jízàng
吉鹽,jíyán
吊,diào
吊兒郎當,diàorlángdāng
吊嗓子,diàosǎngzi
吊子,diàozi
吊子曰兒,diào　zǐ　yuēr　(變)diào　zǐ　yuēr
吊死鬼的裹腳布,diàosǐguǐdeguǒjiǎobù
吊腳,diàojiǎo
吊腳兒,diàojiǎor
吊著鍋子底,diàozheguōzidǐ
吊車,diàochē
吊車尾,diàochēwěi
吊鋪,diàopù
吋,cùn
同,tóng
同名之累,tóngmíngzhīlèi
同好,tónghào
同州梆子,tóngzhōubāngzi
同工異曲,tónggōngyìqǔ
同工異調,tónggōngyìdiào
同心方勝兒,tóngxīnfāngshèngr
同樂,tónglè
同樂會,tónglèhuì
同緣同相,tóngyuántóngxiàng
同聲相應,tóngshēngxiāngyìng
同行,tóngháng
同行相忌,tónghángxiāngjì
同行語,tónghángyǔ
同衾幬,tóngqīnchóu
同調,tóngdiào
同車,tóngchē
同軸圓,tóngzhóuyuán
同軸電纜,tóngzhóudiànlǎn
名,míng
名不見經傳,míngbùjiànjīngzhuàn
名兒,míngr
名分,míngfèn
名子,míngzi
名字,míngzi
名實相稱,míngshíxiāngchèng
名將,míngjiàng
名帖,míngtiè
名微德薄,míngwéidébó
名曲,míngqǔ
名目利率,míngmùlìlǜ
名相,míngxiàng
名聞,míngwèn
名腳,míngjiǎo
名臣言行錄,míngchényánxìnglù
名角,míngjué
名譽校長,míngyùxiàozhǎng
后,hòu
后里,hòulǐxiāng
吏,lì
吐,tǔ
吐劑,tùjì
吐屬,tǔzhǔ
吐架子,tǔjiàzi
吐沫,tùmo
吐溜,tǔliū
吐瀉,tùxiè
吐舌頭,tǔshétou
吐蕃,tǔfān
吐血,tùxiě
吐谷渾,tǔyùhún
吐退,tùtuì
吐逆,tùnì
向,xiàng
向導,xiàngdǎo
向著,xiàngzhe
向量,xiàngliàng
吒,zhà
吔,ye
君,jūn
君子三樂,jūnzǐsānlè
君子不奪人所好,jūnzǐbùduórénsuǒhào
君子遠庖廚,jūnzǐyuànpáochú
君長,jūnzhǎng
吝,lìn
吞,tūn
吞剝,tūnbō
吞吐量,tūntǔliàng
吞聲屏氣,tūnshēngbǐngqì
吟,yín
吟風弄月,yínfēngnòngyuè
吠,fèi
吡,bì
否,fǒu
否剝,pǐbō
否去泰來,pǐqùtàilái
否往泰來,pǐwǎngtàilái
否德,pǐdé
否極必泰,pǐjíbìtài
否極泰來,pǐjítàilái
否極生泰,pǐjíshēngtài
否泰,pǐtài
否滯,pǐzhì
否終而泰,pǐzhōngértài
否隔,pǐgé
吧,bā
吧唧,bāji
吧嗒,bāda
吩,fēn
吪,é
含,hán
含情脈脈,hánqíngmòmò
含水量,hánshuǐliàng
含沙量,hánshāliàng
含混,hánhǔn
含漱劑,hánshùjì
含著骨頭露著肉,hánzhegútoulòuzheròu
含蓼問疾,hánliǎowènjí
含血噀人,hánxiěxùnrén
含血噴人,hánxiěpēnrén
含量,hánliàng
含飴弄孫,hányínòngsūn
听,yǐn
听听,yǐnyǐn
吭,háng
吭哧,kēngchī
吭氣,kēngqì
吭聲,kēngshēng
吮,shǔn
吰,hóng
吱,zhī
吱吱咯咯,zhīzhīgégé
吳,wú
吳下阿蒙,wúxiààméng
吳昌碩,wúchāngshí
吳鹽,wúyán
吵,chǎo
吵嚷,chǎorǎng　（又音）chāorang
吵窩子,chǎowōzi
吶,nà
吷,xuè
吸,xī
吸力豁剌,xīlìhuòlā
吸收劑量,xīshōujìliàng
吸熱反應,xīrèfǎnyìng
吸熱玻璃,xīrèbōli
吸血蛭,xīxiězhì
吸血蟲,xīxiěchóng
吸血鬼,xīxiěguǐ
吹,chuī
吹呼,chuīhu
吹啦,chuīla
吹喇叭,chuīlǎba
吹大炮,chuīdàpào
吹彈,chuītán
吹燈兒,chuīdēngr
吹玻璃,chuībōli
吹糖人兒,chuī　táng　rénr　(變)chuī　táng　rér
吹鬍子,chuīhúzi
吹鬍子瞪眼,chuīhúzidèngyǎn
吻,wěn
吼,hǒu
吼鶴,hǒuhè
吽,óu
吾,wú
吾吾,yúyú
呀,yā
呀呷,xiāxiá
呀豁,xiāhuò
呂,lǚ
呂太后的筵席,lǚtàihòudeyánxí
呂相,lǚxiàng
呃,è
呃喔,èō
呆,dāi
呆了一呆,dāileyīdāi
呆呆地,dāidāide
呆子,dāizi
呆打頦,dāidáhái
呆答答,dāidādā
呆著臉,dāizheliǎn
呈,chéng
呈子,chéngzi
呈給,chénggěi
告,gào
告假,gàojià
告喪帖,gàosāngtiě
告朔,gùshuò
告朔餼羊,gùshuòxìyáng
告白,gàobái
告示,gàoshì
告誦,gàosong
告謊假,gàohuǎngjià
告送,gàosong
呎,chǐ
呔,tai
呝,è
呢,ní
呢子,nízi
呥,rán
呦,yōu
周,zhōu
周內,zhōunà
周召,zhōushào
周召共和,zhōushàogònghé
周朝,zhōucháo
周正,zhōuzheng
周率,zhōulǜ
周而不比,zhōuérbùbì
周處,zhōuchǔ
周行,zhōuháng
周遍,zhōubiàn
周郎顧曲,zhōulánggùqǔ
呫,chè
呫囁,chèzhé
呰,zǐ
呱,（語音）wā
呱呱,wāwā
呱呱叫,guāguājiào
呱呱墜地,wāwāzhuìdì
呱呱墮地,wāwāduòdì
呱嗒板兒,guādabǎnr(變)guādabǎr
呱噪,guāzào
呲,cī
味,wèi
味兒,wèir　(變)wèr
味噌,wèicēng
味噌湯,wèicēngtāng
味如雞肋,wèirújīlè
呴,xǔ
呴喻,xǔyú
呵,hē
呵喝,hēhè
呵導,hēdǎo
呶,náo
呷,xiá
呸,pēi
呺,xiāo
呻,shēn
呼,hū
呼三喝四,hūsānhèsì
呼么喝六,hūyāohèliù
呼喝,hūhè
呼天搶地,hūtiānqiāngdì
呼家將,hūjiājiàng
呼應,hūyìng
呼搧,hūshan
呼盧喝雉,hūlúhèzhì
呼號,hūháo
命,mìng
命中,mìngzhòng
命中率,mìngzhònglǜ
命分,mìngfèn
命小福薄,mìngxiǎofúbó
命根子,mìnggēnzi
命相,mìngxiàng
命薄,mìngbó
命薄如花,mìngbórúhuā
命薄相窮,mìngbóxiàngqióng
命運交響曲,mìngyùnjiāoxiǎngqǔ
呾,dá
呿,qū
咀,jǔ
咂,zā
咂兒,zār
咂嘴弄脣,zāzuǐnòngchún
咂嘴弄舌,zāzuǐnòngshé
咂摸,zāmo
咄,duò
咄嗟,duòjiè
咄嗟便辦,duòjièbiànbàn
咄嗟可辦,duòjièkěbàn
咄嗟而辦,duòjièérbàn
咆,páo
咆哮山莊,páoxiàoshānzhuāng
咇,bié
咇咇,bìbì
咈,fú
咋,zhà
咋呼,zéhū
咋舌,zéshé
和,hé
和丸教子,huòwánjiàozǐ
和和氣氣,héheqiqi
和墨,huòmò
和尚拖木頭,héshàngtuōmùtou
和尚跟著月亮走,héshànggēnzheyuèliàngzǒu
和平共處,hépínggòngchǔ
和弄,huònòng
和樂,hélè
和牌,húpái
和稀泥,huòxīní
和詩,hèshī
和韻,hèyùn
和韻詩,hèyùnshī
和麵,huòmiàn
咍,hāi
咍樂,hāilè
咎,jiù
咎繇,gāoyáo
咎陶,gāoyáo
咐,fù
咒,zhòu
咕,gū
咕叨,gūdāo
咕咕唧唧,gūgūjījī
咕唧,gūji
咕噥,gūnong
咕嚕,gūlu
咕嚷,gūrāng
咕容,gūrong
咕隆,gūlong
咖,kā
咖哩,kālǐ
咚,dōng
咡,èr
咢,è
咥,xì
咦,yí
咧,liē
咧咧,liēlie
咧嘴,liězuǐ
咧子,liēzi
咨,zī
咩,miē
咪,mī
咫,zhǐ
咫角驂駒,zhǐjuécānjū
咬,yǎo
咬人的狗兒不露齒,yǎoréndegǒurbùlòuchǐ
咬咬,jiāojiāo
咬字兒,yǎozìr(變)yǎozèr
咬字眼兒,yǎozìyǎnr(變)yǎozìyǎr
咬折丁子的老婆,yǎozhédīngzidelǎopó
咬文嚼字,yǎowénjiáozì
咬群的騾子,yǎoqúndeluózi
咬耳朵,yǎoěrduo
咬舌兒,yǎoshér
咬舌子,yǎoshézi
咬舌頭,yǎoshétou
咬頭,yǎotou
咭,jī
咭力骨碌,jīligūlu
咭吱咯吱,jīzhīgēzhī
咭咭呱呱,jījiguāguā
咭噔咯噔,jīdēnggēdēng
咮,zhòu
咯,luò
咯吱,gēzhī
咯吱咯喳,gēzhīgēzhā
咯咯,gēgē
咯咯作響,gēgēzuòxiǎng
咯噔,gēdēng
咯噠,gēda
咯噹,gēdāng
咯血,luòxuè　（又音）kǎxiě
咱,zán
咱們,zánmen
咱家,zájiā
咱每,zánmei
咳,ké
咳歌打戰,hāigēdǎzhàn
咳痰,kǎtán
咳聲嘆息,hāishēngtànxí
咳聲打氣,hāishēngdǎqì
咳聲歎氣,hāishēngtànqì
咳血,kǎxiě
咵,kuǎ
咷,táo
咸,xián
咺,xuǎn
咻,xiū
咼,kuāi
咽,yān
咽刀子,yàndāozi
咽哺,yànbǔ
咽唾,yàntuò
咽氣,yànqì
咿,yī
咿哩呱喇,yīlǐguālā
哀,āi
哀樂,āilè
哀腸百轉,āichángbǎizhuǎn
哀號,āiháo
哀鴻遍地,āihóngbiàndì
哀鴻遍野,āihóngbiànyě
品,pǐn
品度,pǐnduò
品弄,pǐnnòng
品相,pǐnxiàng
品竹彈絲,pǐnzhútánsī
品綠,pǐnlǜ
品行,pǐnxìng
品行端醇,pǐnxìngduānchún
品調,pǐndiào
哂,shěn
哃,tóng
哄,hōng
哄了一日是兩晌,hǒngleyīrìshìliǎngshǎng
哄人,hǒngrén
哄嚇騙詐,hǒnghèpiànzhà
哄弄,hǒngnòng
哄賺,hǒngzuàn
哄騙,hǒngpiàn
哅,xiōng
哆,duō
哆嗦,duōsuo
哆囉哆嗦,duōluoduōsuo
哆張,chězhāng
哇,wā
哈,hā
哈伯,hābó
哈伯太空望遠鏡,hābótàikōngwàngyuǎnjìng
哈叭狗,hǎbāgǒu
哈叭狗兒咬虼蚤,hǎbāgǒuryǎogèzǎo
哈哈兒,hāhar
哈喇,kāla
哈喇子,hālázi
哈巴,hǎba
哈巴狗,hǎbagǒu
哈德門,hǎdémén
哈拉,hāla
哈辣,hāla
哉,zāi
哎,āi
哏,gén
哏哏,hēnhēn
哏毒,hēndú
哖,nián
員,yuán
哤,máng
哥,gē
哥倆好,gēliǎhǎo
哥們兒,gēmenr(變)gēmer
哥兒,gēr
哥兒倆,gērliǎ
哥兒們,gērmen
哥兒大爺,gērdàyé
哥哥,gēge
哥哥不在家,gēgebùzàijiā
哥子,gēzi
哥白尼,gēbáiní
哦,é
哦呀,óyā
哦呵,óhē
哦喲,óyāo
哧,chī
哧溜,chīliū
哨,shào
哨子,shàozi
哩,lī
哩哩啦啦,līlilālā
哩哩囉囉,līliluōluō
哩嗹囉嗹,līliánluōlián
哩嗹花兒,līliánhuār
哩囉,līluō
哪,nǎ
哪兒的話,nǎrdehuà
哪吒,nuózhà
哪堝兒,nǎguōr
哪門子,nǎménzi
哫,zú
哭,kū
哭哭啼啼,kūkutítí
哭喪著臉,kūsāngzheliǎn
哭天兒抹淚,kū　tiānr　mǒ　lèi　(變)kū　tiār　mǒ　lèi
哭臨,kūlìn
哭調,kūdiào
哮,xiāo
哮吼,xiàohǒu
哮闞,xiāohǎn
哰,láo
哱,pò
哲,zhé
哳,zhá
哷,lè
哺,bǔ
哼,hēng
哼兒哈兒,hēngrhār
哼哈二將,hēnghāèrjiàng
哼哼唧唧,hēnghengjījī
哼唧,hēngji
哽,gěng
哽咽,gěngyè
哽哽咽咽,gěnggěngyèyè
哿,kě
唁,yàn
唁勞,yànlào
唄,bài
唅,hān
唆,suō
唆弄,suōnòng
唇,zhēn
唈,yì
唉,āi
唏,xī
唐,táng
唐三藏,tángsānzàng
唐伯虎,tángbóhǔ
唐吉訶德傳,tángjíhēdézhuàn
唐朝,tángcháo
唐胖子吊在醋缸裡,tángpàngzidiàozàicùgānglǐ
唐臨晉帖,tánglínjìntiè
唐詩三百首,tángshīsānbǎishǒu
唓,chē
唓嗻,chēzhē
唔,wú
唕,zào
唗,dōu
唚,qìn
唦,shā
唧,jí
唧咕,jīgu
唧唧呱呱,jījiguāguā
唧唧咕咕,jījigūgū
唧唧啾啾,jījijiūjiū
唧唧喳喳,jījizhāzhā
唧唧嘟嘟,jījidūdū
唧唧噥噥,jījinóngnóng(變)jījinōngnōng
唧噥,jīnong
唧溜,jīliū
唧筒,jītǒng
唪,fěng
唫,yín
唬,hǔ
售,shòu
唯,wéi
唯唯,wěiwěi
唯唯否否,wěiwěifǒufǒu
唯唯諾諾,wěiwěinuònuò
唯我,wéiwǒ
唯我獨尊,wéiwǒdúzūn
唯我論,wéiwǒlùn
唯諾,wěinuò
唱,chàng
唱反調,chàngfǎndiào
唱和,chànghè
唱曲,chàngqǔ
唱洋梆子,chàngyángbāngzi
唱的,chàngde
唱紅白臉,chànghóngbáiliǎn
唱門詞兒,chàng　mén　cír　(變)chàng　mén　cér
唱高調,chànggāodiào
唲,ér
唳,lì
唵,ǎn
唵噆,ǎntzǎn
唶,jiè
唷,yō
唸,niàn
唸白,niànbái
唼,zā
唼佞,qiènìng
唼唼,shàshà
唼喋,shàzhá
唼氣,shàqì
唼眼,shàyǎn
唼血,shàxuè
唾,tuò
唾沫,tuòmo
唾沫星子,tuòmoxīngzi
唾液,tuòyè
唾液腺,tuòyèxiàn
唾面自乾,tuòmiànzìgān
啀,yái
啁,zhōu
啃,kěn
啃骨頭,kěngútou
啄,zhuó
啄針兒,zhuózhēnr(變)zhuózhēr
啅,zhuó
商,shāng
商朝,shāngcháo
商業銀行,shāngyèyínháng
商行,shāngháng
商調,shāngdiào
商賈,shānggǔ
商量,shāngliang
啊,ā
啍,tūn
啎,wǔ
問,wèn
問住,wènzhu
問卷調查,wènjuàndiàochá
問遺,wènwèi
問難,wènnàn
問題少年,wèntíshàonián
啐,cuì
啑,shà
啑喋,shàzhá
啑血,jiéxuè
啕,táo
啖,dàn
啗,dàn
啜,chuò
啜哄,chuòhǒng
啜茗,chuòmǐng
啜賺,chuòzuàn
啞,yǎ
啞叭夢見媽,yǎbamèngjiànmā
啞吒,yāzhà
啞咽,yāyè
啞啞,yāyā
啞子,yǎzi
啞子做夢,yǎzizuòmèng
啞子吃黃蓮,yǎzichīhuánglián
啞子得夢,yǎzidémèng
啞子托夢,yǎzituōmèng
啞巴,yǎba
啞巴吃黃蓮,yǎbachīhuánglián
啞巴虧,yǎbakuī
啞炮,yǎpào
啞然,èrán
啞然失笑,èránshīxiào
啞然失色,èránshīsè
啞然無言,èránwúyán
啞穴,yǎxué
啟,qǐ
啟白,qǐbó
啟示,qǐshì
啟示錄,qǐshìlù
啟處,qǐchǔ
啟蟄,qǐzhí
啡,fēi
啢,liǎng
啣,xián
啤,pí
啥,shá
啥子,sházi
啦,lā
啪,pā
啪啦,pāla
啪嗒,pādā
啵,bō
啶,dìng
啷,lāng
啻,chì
啼,tí
啼啼哭哭,títikūkū
啼飢號寒,tíjīháohán
啽,án
啾,jiū
啾啾唧唧,jiūjiūjījī
喀,kà
喀什噶爾,kàshígéěr
喀喀,kèkè
喀嚓,kācā
喀血,kèxiě
喁,yóng
喁喁噥噥,yúyúnóngnóng
喁喁細語,yúyúxìyǔ
喂,wèi
喃,nán
善,shàn
善善惡惡,shànshànwùè
善導,shàndǎo
善巧便佞,shànqiǎopiánnìng
善意的謊言,shànyìdehuǎngyán
善行,shànxìng
善賈,shàngǔ
善賈而沽,shànjiàérgū
善馬熟人,shànmǎshóurén
喇,lǎ
喇叭,lǎba
喇叭口兒,lǎbakǒur
喇叭手,lǎbashǒu
喇叭筒,lǎbatǒng
喇叭花,lǎbahuā
喇叭蟲,lǎbachóng
喇叭褲,lǎbakù
喇喇叭叭,lālabābā
喇喇哩哩,lālalīlī
喇嘛,lǎma
喇嘛教,lǎmajiào
喈,jiē
喉,hóu
喉嚨,hóulong
喉癌,hóuyán　（又音）hóuái
喊,hǎn
喊嗓子,hǎnsǎngzi
喋,dié
喋喋便便,diédiépiánpián
喋血,diéxuè
喌,zhōu
喍,chái
喎,kuāi
喏,rě
喏喏,nuònuò
喑,yīn
喑惡叱吒,yīnwūchìzhà
喒,zán
喓,yāo
喓五喝六,yāowǔhèliù
喓喝,yāohe
喔,wò
喔呀,ōyā
喔唷,ōyō
喔喔,ōō
喔喲,ōyāo
喔嚄,ōhuò
喘,chuǎn
喘不過氣來,chuǎnbùguòqìlai
喙,huì
喙子,huìzi
喚,huàn
喚頭,huàntou
喜,xǐ
喜不自勝,xǐbùzìshēng
喜不自禁,xǐbùzìjīn
喜好,xǐhào
喜帖,xǐtiě
喜怒哀樂,xǐnùāilè
喜洽,xǐxiá
喜聞樂見,xǐwénlèjiàn
喜蟲兒,xǐchóngr
喜鵲,xǐquè　（又音）xǐqiao
喝,hē
喝五吆三,hèwǔyāosān
喝令,hèlìng
喝住,hèzhù
喝倒彩,hèdàocǎi
喝倒采,hèdàocǎi
喝六呼么,hèliùhūyāo
喝參,hècān
喝吆,hèyāo
喝命,hèmìng
喝啞吧酒,hēyǎbajiǔ
喝囉,hèluó
喝彩,hècǎi
喝掇,hèduó
喝探,hètàn
喝攛箱,hècuānxiāng
喝斥,hèchì
喝止,hèzhǐ
喝神斷鬼,hèshénduànguǐ
喝禮,hèlǐ
喝西北風,hēxīběifēng
喝道,hèdào
喝采,hècǎi
喝雉呼盧,hèzhìhūlú
喟,kuì
喢,shà
喣,xǔ
喤,huáng
喦,niè
喧,xuān
喨,liàng
喪,sāng
喪亂帖,sāngluàntiè
喪亡,sàngwáng
喪人,sàngrén
喪偶,sàngǒu
喪元,sàngyuán
喪命,sàngmìng
喪失,sàngshī
喪家之犬,sàngjiāzhīquǎn
喪家之狗,sàngjiāzhīgǒu
喪家狗,sàngjiāgǒu
喪心,sàngxīn
喪心病狂,sàngxīnbìngkuáng
喪志,sàngzhì
喪敗,sàngbài
喪明,sàngmíng
喪明之痛,sàngmíngzhītòng
喪權,sàngquán
喪權辱國,sàngquánrùguó
喪氣,sàngqì
喪生,sàngshēng
喪盡天良,sàngjìntiānliáng
喪膽,sàngdǎn
喪膽亡魂,sàngdǎnwánghún
喪膽銷魂,sàngdǎnxiāohún
喪著臉,sàngzheliǎn
喪蕩游魂,sàngdàngyóuhún
喪謗,sàngbang
喪身,sàngshēn
喪魂落魄,sànghúnluòpò
喫,chī
喫甜頭,chītiántou
喫著不盡,chīzhuóbùjìn
喫虱子留後腿,chīshīziliúhòutuǐ
喬,qiáo
喬志,jiāozhì
喬怯,jiāoqiè
喬模喬樣,qiáomúqiáoyàng
喭,yàn
單,dān
單一市場,dānyīshìchǎng
單一稅率,dānyīshuìlǜ
單于,chányú
單人車賽,dānrénchēsài
單個兒,dāngèr
單口相聲,dānkǒuxiàngshēng
單子,dānzi
單拍子,dānpāizi
單掉兒,dāndiàor
單撒手兒,dānsāshǒur
單槍匹馬,dānqiāngpīmǎ
單注著,dānzhùzhe
單浪瓦房子,dānlàngwǎfángzi
單相,dānxiàng
單眼相機,dānyǎnxiàngjī
單線領導,dānxiànlǐngdǎo
單縣,shànxiàn
單腳鞋銀行,dānjiǎoxiéyínháng
單薄,dānbó
單衫百結,dānshānbǎijié
單調,dāndiào
單調平凡,dāndiàopíngfán
單車,dānchē
單車旅行,dānchēlǚxíng
單軌引導電車,dānguǐyǐndǎodiànchē
單騎,dānjì
喱,lǐ
喲,yāo
喳,zhā
喳呼,chāhū
喵,miāo
喻,yù
嗀,huò
嗃,hè
嗄,shà
嗅,xiù
嗆,qiāng
嗆咳,qiàngké
嗆鼻,qiàngbí
嗇,sè
嗇刻,sèke
嗈,yōng
嗉,sù
嗊,hǒng
嗋,xié
嗌,yì
嗍,shuò
嗎,ma
嗎兒,mǎr
嗎呢,mǎne
嗎呼,mǎhu
嗎啡,mǎfēi
嗎啡中毒,mǎfēizhòngdú
嗎啡針,mǎfēizhēn
嗏,chā
嗐,hài
嗐聲跺腳,hàishēngduòjiǎo
嗑,hé
嗑牙,kèyá
嗑牙料嘴,kèyáliàozuǐ
嗑瓜子,kèguāzǐ
嗑西北風,héxīběifēng
嗒,tà
嗒喪,tàsàng
嗓,sǎng
嗓兒,sǎngr
嗓子,sǎngzi
嗓門兒,sǎng　ménr　(變)sǎng　mér
嗔,chēn
嗔喝,chēnhè
嗖,sōu
嗚,wū
嗚咽,wūyè
嗚啞,wūyā
嗚嗚咽咽,wūwūyèyè
嗛,qiān
嗛嗛,qiǎnqiǎn
嗜,shì
嗜好,shìhào
嗝,gé
嗝兒,gér
嗞,zī
嗟,jiē
嗟夫,jiēfú
嗡,wēng
嗢,wà
嗢咽,wàyàn
嗣,sì
嗣適,sìdí
嗤,chī
嗤騾子氣,chīluóziqì
嗥,háo
嗦,suō
嗨,hāi
嗩,suǒ
嗯,en
嗲,diē
嗶,bì
嗶剝,bìbō
嗶嗶剝剝,bìbìbōbō
嗷,áo
嗷嗷嘔嘔,áoáoxūxū
嗹,lián
嗻,zhè
嗻兒喳兒,zhèrzhār
嗼,mò
嗽,sòu
嗾,sǒu
嗿,tǎn
嘀,dí
嘀咕,dígu
嘀嘀咕咕,dídigūgū
嘁,zá
嘁哩喀喳,qīlikāchā
嘁嘁喳喳,qīqīchāchā
嘆,tàn
嘈,cáo
嘉,jiā
嘉德麗亞蘭,jiādélìyǎlán
嘉言善行,jiāyánshànxìng
嘉言懿行,jiāyányìxìng
嘌,piāo
嘍,lóu
嘍子,lóuzi
嘎,gā
嘎兒,gár
嘎嘎兒,gágar
嘎嘎兒天,gágartiān
嘎嘎棗兒,gágazǎor
嘎嘎渣渣,gāgazhāzhā
嘎巴,gāba
嘎巴兒,gābar
嘎巴流星,gābaliúxīng
嘎渣兒,gāzhār
嘎調,gádiào
嘏,gǔ
嘐,xiāo
嘑,hū
